id,year,state_name,state_code,district_name,district_code,block_name,block_code,village_name,village_code,nutrient_type,nutrient_name,nutrient_level,value
77,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Big Lapati,645025,Micro,Copper,Deficient,0
78,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Big Lapati,645025,Micro,Copper,Sufficient,9
79,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Big Lapati,645025,Micro,Iron,Deficient,0
80,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Big Lapati,645025,Micro,Iron,Sufficient,9
81,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Big Lapati,645025,Micro,Manganese,Deficient,0
82,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Big Lapati,645025,Micro,Manganese,Sufficient,9
83,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Big Lapati,645025,Micro,Sulphur,Deficient,9
84,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Big Lapati,645025,Micro,Sulphur,Sufficient,0
85,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Big Lapati,645025,Micro,Zinc,Deficient,0
86,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Big Lapati,645025,Micro,Zinc,Sufficient,9
87,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Macro,Electrical Conductivity,Non Saline,10
88,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Macro,Electrical Conductivity,Saline,0
89,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Macro,Nitrogen,High,0
90,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Macro,Nitrogen,Low,8
91,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Macro,Nitrogen,Medium,2
92,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Macro,Organic Carbon,High,0
93,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Macro,Organic Carbon,Low,9
94,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Macro,Organic Carbon,Medium,1
95,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Macro,Phosphorus,High,0
96,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Macro,Phosphorus,Low,10
97,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Macro,Phosphorus,Medium,0
98,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Macro,Potassium,High,0
99,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Macro,Potassium,Low,5
100,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Macro,Potassium,Medium,5
101,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Macro,Soil Ph,Acidic,0
102,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Macro,Soil Ph,Alkaline,0
103,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Macro,Soil Ph,Neutral,10
104,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Micro,Boron,Deficient,0
105,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Micro,Boron,Sufficient,10
106,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Micro,Copper,Deficient,2
107,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Micro,Copper,Sufficient,8
108,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Micro,Iron,Deficient,0
109,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Micro,Iron,Sufficient,10
110,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Micro,Manganese,Deficient,0
111,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Micro,Manganese,Sufficient,10
112,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Micro,Sulphur,Deficient,10
113,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Micro,Sulphur,Sufficient,0
114,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Micro,Zinc,Deficient,0
115,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Chuckchucha,645023,Micro,Zinc,Sufficient,10
116,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Macro,Electrical Conductivity,Non Saline,6
117,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Macro,Electrical Conductivity,Saline,0
118,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Macro,Nitrogen,High,0
119,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Macro,Nitrogen,Low,6
120,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Macro,Nitrogen,Medium,0
121,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Macro,Organic Carbon,High,0
122,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Macro,Organic Carbon,Low,2
123,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Macro,Organic Carbon,Medium,4
124,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Macro,Phosphorus,High,0
125,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Macro,Phosphorus,Low,3
126,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Macro,Phosphorus,Medium,3
127,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Macro,Potassium,High,0
128,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Macro,Potassium,Low,5
129,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Macro,Potassium,Medium,1
130,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Macro,Soil Ph,Acidic,0
131,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Macro,Soil Ph,Alkaline,0
132,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Macro,Soil Ph,Neutral,6
133,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Micro,Boron,Deficient,0
134,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Micro,Boron,Sufficient,6
135,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Micro,Copper,Deficient,0
136,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Micro,Copper,Sufficient,6
137,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Micro,Iron,Deficient,0
138,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Micro,Iron,Sufficient,6
139,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Micro,Manganese,Deficient,0
140,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Micro,Manganese,Sufficient,6
141,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Micro,Sulphur,Deficient,6
142,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Micro,Sulphur,Sufficient,0
143,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Micro,Zinc,Deficient,0
144,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kakana,645131,Micro,Zinc,Sufficient,6
145,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Macro,Electrical Conductivity,Non Saline,12
146,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Macro,Electrical Conductivity,Saline,0
147,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Macro,Nitrogen,High,0
148,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Macro,Nitrogen,Low,11
149,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Macro,Nitrogen,Medium,1
150,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Macro,Organic Carbon,High,0
151,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Macro,Organic Carbon,Low,12
152,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Macro,Organic Carbon,Medium,0
153,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Macro,Phosphorus,High,0
154,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Macro,Phosphorus,Low,7
155,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Macro,Phosphorus,Medium,5
156,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Macro,Potassium,High,0
157,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Macro,Potassium,Low,12
158,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Macro,Potassium,Medium,0
159,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Macro,Soil Ph,Acidic,0
160,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Macro,Soil Ph,Alkaline,0
161,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Macro,Soil Ph,Neutral,12
162,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Micro,Boron,Deficient,0
163,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Micro,Boron,Sufficient,12
164,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Micro,Copper,Deficient,1
165,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Micro,Copper,Sufficient,11
166,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Micro,Iron,Deficient,0
167,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Micro,Iron,Sufficient,12
168,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Micro,Manganese,Deficient,0
169,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Micro,Manganese,Sufficient,12
170,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Micro,Sulphur,Deficient,12
171,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Micro,Sulphur,Sufficient,0
172,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Micro,Zinc,Deficient,0
173,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kimois,645016,Micro,Zinc,Sufficient,12
174,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Macro,Electrical Conductivity,Non Saline,9
175,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Macro,Electrical Conductivity,Saline,0
176,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Macro,Nitrogen,High,0
177,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Macro,Nitrogen,Low,9
178,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Macro,Nitrogen,Medium,0
179,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Macro,Organic Carbon,High,0
180,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Macro,Organic Carbon,Low,9
181,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Macro,Organic Carbon,Medium,0
182,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Macro,Phosphorus,High,0
183,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Macro,Phosphorus,Low,9
184,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Macro,Phosphorus,Medium,0
185,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Macro,Potassium,High,0
186,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Macro,Potassium,Low,7
187,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Macro,Potassium,Medium,2
188,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Macro,Soil Ph,Acidic,0
189,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Macro,Soil Ph,Alkaline,0
190,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Macro,Soil Ph,Neutral,9
191,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Micro,Boron,Deficient,0
192,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Micro,Boron,Sufficient,9
193,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Micro,Copper,Deficient,0
194,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Micro,Copper,Sufficient,9
195,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Micro,Iron,Deficient,0
196,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Micro,Iron,Sufficient,9
197,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Micro,Manganese,Deficient,0
198,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Micro,Manganese,Sufficient,9
199,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Micro,Sulphur,Deficient,9
200,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Micro,Sulphur,Sufficient,0
201,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Micro,Zinc,Deficient,0
202,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinmai,645027,Micro,Zinc,Sufficient,9
203,2023-24,Andaman And Nicobar Islands,35,Nicobars,603,Car Nicobar,6499,Kinyuka,645022,Macro,Electrical Conductivity,Non Saline,5
